id,provstate,city,latitude,longitude,doubtterr,success,attacktype1_txt,targtype1_txt,natlty1_txt,gname,claimed,weaptype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,president_party,state_governor_party,date,Total Casualties
2399,New York,New York City,40.697132,-73.931351,FALSE,FALSE,Bombing/Explosion,Business,United States,Animal Liberation Front (ALF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,3/2/2001,0
2400,Oregon,Eugene,44.043266,-123.061512,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Democrat,3/30/2001,0
2401,Minnesota,Albertville,45.238255,-93.65305,FALSE,FALSE,Facility/Infrastructure Attack,Business,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Minnesota Independence Party,4/4/2001,0
2402,Washington,Arlington,48.194295,-122.126414,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Animal Liberation Front (ALF),FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,4/5/2001,0
2403,Oregon,Portland,45.511795,-122.675629,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Democrat,4/15/2001,0
2404,Texas,West Lake Hills,30.297774,-97.801914,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,5/5/2001,0
2405,Oregon,Clatskanie,46.103654,-123.204304,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Democrat,5/21/2001,0
2406,Washington,Seattle,47.610786,-122.331306,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Democrat,5/21/2001,0
2407,Oregon,Estacada,45.285772,-122.334678,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Earth Liberation Front (ELF),FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,6/1/2001,0
2408,Washington,Tacoma,47.255135,-122.441654,FALSE,TRUE,Bombing/Explosion,Abortion Related,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,6/11/2001,0
2409,Arizona,Pima County Estates,32.345634,-110.943212,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Coalition to Save the Preserves (CSP),TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,6/12/2001,0
2410,Washington,Arlington,48.194295,-122.126414,TRUE,TRUE,Facility/Infrastructure Attack,Business,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,7/12/2001,0
2411,Nevada,Stateline,38.962408,-119.939903,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Earth Liberation Front (ELF),TRUE,Sabotage Equipment,0,0,0,0,0,0,Republican,Republican,7/24/2001,0
2412,Puerto Rico,Vieques,18.14859,-65.442114,TRUE,FALSE,Bombing/Explosion,Military,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,Popular Democratic Party,8/8/2001,0
2413,Arizona,Tucson,32.222232,-110.925752,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Animal Liberation Front (ALF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,9/8/2001,0
2416,Virginia,Arlington,38.878742,-77.100006,FALSE,TRUE,Hijacking,Government (General),United States,Al-Qaida,TRUE,Vehicle,190,182,5,106,0,0,Republican,Republican,9/11/2001,296
2417,Pennsylvania,Shanksville,40.018464,-78.907197,FALSE,TRUE,Hijacking,Private Citizens & Property,United States,Al-Qaida,TRUE,Vehicle,44,38,4,6,6,0,Republican,Republican,9/11/2001,50
2418,New Mexico,Alamogordo,32.89925,-105.960323,FALSE,TRUE,Bombing/Explosion,Private Citizens & Property,United States,Animal Liberation Front (ALF),TRUE,Explosives,0,0,0,0,0,0,Republican,Republican,9/20/2001,0
2419,Florida,Boca Raton,26.368306,-80.128932,FALSE,TRUE,Unarmed Assault,Journalists & Media,United States,NA,FALSE,Biological,1,1,0,5,5,0,Republican,Republican,10/2/2001,6
2420,District of Columbia,Washington,38.908642,-77.015381,FALSE,TRUE,Unarmed Assault,Government (General),United States,NA,FALSE,Biological,2,2,0,1,1,0,Republican,NA,10/9/2001,3
2421,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Unarmed Assault,Journalists & Media,United States,NA,FALSE,Biological,0,0,0,6,6,0,Republican,Republican,10/12/2001,6
2422,District of Columbia,Washington,38.908642,-77.015381,FALSE,TRUE,Unarmed Assault,Government (General),United States,NA,FALSE,Biological,2,2,0,6,6,0,Republican,NA,10/15/2001,8
2423,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Unarmed Assault,Journalists & Media,United States,NA,FALSE,Biological,0,0,0,1,1,0,Republican,Republican,10/15/2001,1
2424,Nevada,Reno,39.527395,-119.813414,FALSE,FALSE,Unarmed Assault,Business,United States,NA,FALSE,Biological,0,0,0,0,0,0,Republican,Republican,10/15/2001,0
2425,California,Litchfield,40.38146,-120.383169,FALSE,TRUE,Facility/Infrastructure Attack,Government (General),United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Democrat,10/15/2001,0
2426,New York,New York City,40.697132,-73.931351,FALSE,FALSE,Unarmed Assault,Government (General),United States,NA,FALSE,Biological,0,0,0,0,0,0,Republican,Republican,10/17/2001,0
2427,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Unarmed Assault,Journalists & Media,United States,NA,FALSE,Biological,0,0,0,1,1,0,Republican,Republican,10/18/2001,1
2428,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Unarmed Assault,Journalists & Media,United States,NA,FALSE,Biological,0,0,0,2,2,0,Republican,Republican,10/19/2001,2
2430,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Unarmed Assault,Business,United States,NA,FALSE,Biological,1,1,0,0,0,0,Republican,Republican,10/29/2001,1
2431,Michigan,Houghton,47.117051,-88.544531,FALSE,FALSE,Facility/Infrastructure Attack,Educational Institution,United States,Earth Liberation Front (ELF),FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,11/5/2001,0
2432,Michigan,Houghton,47.12186,-88.570024,FALSE,FALSE,Facility/Infrastructure Attack,Educational Institution,United States,Earth Liberation Front (ELF),FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,11/5/2001,0
2433,Connecticut,Oxford,41.439769,-73.126816,FALSE,TRUE,Unarmed Assault,Private Citizens & Property,United States,NA,FALSE,Biological,1,0,0,0,0,0,Republican,Republican,11/14/2001,1
2434,Florida,Tampa,27.947354,-82.45875,TRUE,TRUE,Hijacking,Business,United States,Jihadi-inspired extremists,TRUE,Vehicle,1,0,1,0,0,0,Republican,Republican,1/5/2002,1
2435,Minnesota,St. Paul,44.943829,-93.093326,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Minnesota Independence Party,1/26/2002,0
2436,California,Los Angeles,34.097866,-118.407379,FALSE,TRUE,Armed Assault,Airports & Aircraft,Israel,Anti-Israeli extremists,FALSE,Firearms,3,0,1,4,1,0,Republican,Democrat,7/4/2002,7
2437,Pennsylvania,Erie,42.129445,-80.085239,FALSE,TRUE,Facility/Infrastructure Attack,Government (General),United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,3/24/2002,0
2438,Iowa,Asbury,42.514446,-90.751516,TRUE,TRUE,Bombing/Explosion,Private Citizens & Property,United States,Anti-Government extremists,TRUE,Explosives,0,0,0,1,1,0,Republican,Democrat,5/3/2002,1
2439,Iowa,Farley,42.443889,-91.009444,TRUE,TRUE,Bombing/Explosion,Private Citizens & Property,United States,Anti-Government extremists,TRUE,Explosives,0,0,0,1,1,0,Republican,Democrat,5/3/2002,1
2440,Iowa,Anamosa,42.108337,-91.285159,TRUE,TRUE,Bombing/Explosion,Private Citizens & Property,United States,Anti-Government extremists,TRUE,Explosives,0,0,0,1,1,0,Republican,Democrat,5/3/2002,1
2441,Indiana,Bloomington,39.16659,-86.534244,TRUE,TRUE,Bombing/Explosion,Private Citizens & Property,United States,Anti-Government extremists,TRUE,Explosives,0,0,0,1,1,0,Republican,Democrat,5/3/2002,1
2442,Iowa,Eldridge,41.658086,-90.584582,TRUE,TRUE,Bombing/Explosion,Private Citizens & Property,United States,Anti-Government extremists,TRUE,Explosives,0,0,0,1,1,0,Republican,Democrat,5/3/2002,1
2443,Illinois,Mount Carroll,42.095023,-89.97818,TRUE,TRUE,Bombing/Explosion,Private Citizens & Property,United States,Anti-Government extremists,TRUE,Explosives,0,0,0,1,1,0,Republican,Republican,5/3/2002,1
2444,Illinois,Morrison,41.809751,-89.965119,TRUE,TRUE,Bombing/Explosion,Private Citizens & Property,United States,Anti-Government extremists,TRUE,Explosives,0,0,0,1,1,0,Republican,Republican,5/3/2002,1
2445,Illinois,Elizabeth,42.317791,-90.221517,TRUE,TRUE,Bombing/Explosion,Private Citizens & Property,United States,Anti-Government extremists,TRUE,Explosives,0,0,0,0,0,0,Republican,Republican,5/3/2002,0
2446,Indiana,Bloomington,39.16659,-86.534244,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Animal Liberation Front (ALF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Democrat,5/3/2002,0
2447,Nebraska,Scotia,41.466401,-98.703134,TRUE,FALSE,Bombing/Explosion,Private Citizens & Property,United States,Anti-Government extremists,TRUE,Explosives,0,0,0,0,0,0,Republican,Republican,5/4/2002,0
2448,Nebraska,Cairo,41.002235,-98.606738,TRUE,FALSE,Bombing/Explosion,Private Citizens & Property,United States,Anti-Government extremists,TRUE,Explosives,0,0,0,0,0,0,Republican,Republican,5/4/2002,0
2449,Nebraska,Columbus,41.432778,-97.358611,TRUE,FALSE,Bombing/Explosion,Private Citizens & Property,United States,Anti-Government extremists,TRUE,Explosives,0,0,0,0,0,0,Republican,Republican,5/4/2002,0
2450,Nebraska,Davenport,40.312784,-97.811986,TRUE,FALSE,Bombing/Explosion,Private Citizens & Property,United States,Anti-Government extremists,TRUE,Explosives,0,0,0,0,0,0,Republican,Republican,5/4/2002,0
2451,Nebraska,Ohiowa,40.414167,-97.452222,TRUE,FALSE,Bombing/Explosion,Private Citizens & Property,United States,Anti-Government extremists,TRUE,Explosives,0,0,0,0,0,0,Republican,Republican,5/4/2002,0
2452,Nebraska,Seward,40.911111,-97.096944,TRUE,FALSE,Bombing/Explosion,Private Citizens & Property,United States,Anti-Government extremists,TRUE,Explosives,0,0,0,0,0,0,Republican,Republican,5/4/2002,0
2453,Nebraska,Albion,41.689444,-98.003056,TRUE,FALSE,Bombing/Explosion,Private Citizens & Property,United States,Anti-Government extremists,TRUE,Explosives,0,0,0,0,0,0,Republican,Republican,5/4/2002,0
2454,Colorado,Salida,38.534719,-105.998902,TRUE,FALSE,Bombing/Explosion,Private Citizens & Property,United States,Anti-Government extremists,TRUE,Explosives,0,0,0,0,0,0,Republican,Republican,5/6/2002,0
2455,Colorado,Pueblo,38.26386,-104.612374,TRUE,FALSE,Bombing/Explosion,Private Citizens & Property,United States,Anti-Government extremists,TRUE,Explosives,0,0,0,0,0,0,Republican,Republican,5/6/2002,0
2456,Texas,Amarillo,35.207255,-101.833894,TRUE,FALSE,Bombing/Explosion,Private Citizens & Property,United States,Anti-Government extremists,TRUE,Explosives,0,0,0,0,0,0,Republican,Republican,5/7/2002,0
2457,Pennsylvania,Philadelphia,40.008171,-75.13549,TRUE,FALSE,Bombing/Explosion,Private Citizens & Property,United States,Jihadi-inspired extremists,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,5/13/2002,0
2458,Florida,Miami,25.774591,-80.214195,FALSE,TRUE,Facility/Infrastructure Attack,NGO,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,6/3/2002,0
2459,Florida,Miami,25.774591,-80.214195,FALSE,TRUE,Facility/Infrastructure Attack,Terrorists/Non-State Militia,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,6/3/2002,0
2460,Washington,Seattle,47.610786,-122.331306,FALSE,TRUE,Bombing/Explosion,Private Citizens & Property,United States,Animal Liberation Front (ALF),FALSE,Explosives,0,0,0,0,0,0,Republican,Democrat,7/10/2002,0
2461,Pennsylvania,Irvine,41.839226,-79.268381,FALSE,TRUE,Facility/Infrastructure Attack,Government (General),United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,8/11/2002,0
2462,Michigan,Ann Arbor,42.280826,-83.743038,FALSE,TRUE,Facility/Infrastructure Attack,Private Citizens & Property,United States,Earth Liberation Front (ELF),FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,8/18/2002,0
2463,Michigan,Plymouth,42.37199,-83.467919,FALSE,TRUE,Facility/Infrastructure Attack,Private Citizens & Property,United States,Earth Liberation Front (ELF),FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,9/2/2002,0
2464,Virginia,Richmond,37.5407,-77.433654,FALSE,FALSE,Facility/Infrastructure Attack,Business,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Democrat,9/21/2002,0
2465,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Armed Assault,Government (Diplomatic),United States,Anti-Kim Jong-il extremists,FALSE,Firearms,0,0,0,0,0,0,Republican,Republican,10/3/2002,0
2466,Pennsylvania,Erie,42.129445,-80.085239,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,11/26/2002,0
2467,Pennsylvania,Girard,42.001804,-80.315408,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Democrat,1/1/2003,0
2468,Washington,Seattle,47.610786,-122.331306,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Democrat,1/20/2003,0
2469,California,Chico,39.728352,-121.837348,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Animal Liberation Front (ALF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,3/3/2003,0
2470,California,Chico,39.728352,-121.837348,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Animal Liberation Front (ALF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,3/10/2003,0
2471,New Mexico,Albuquerque,35.08418,-106.648639,FALSE,TRUE,Bombing/Explosion,Business,United States,Animal Liberation Front (ALF),FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,3/11/2003,0
2472,New Mexico,Albuquerque,35.08418,-106.648639,FALSE,TRUE,Bombing/Explosion,Business,United States,Animal Liberation Front (ALF),FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,3/11/2003,0
2473,New Mexico,Albuquerque,35.08418,-106.648639,FALSE,TRUE,Bombing/Explosion,Business,United States,Animal Liberation Front (ALF),FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,3/11/2003,0
2474,District of Columbia,Washington,38.908642,-77.015381,FALSE,FALSE,Bombing/Explosion,Government (General),United States,NA,FALSE,Fake Weapons,0,0,0,0,0,0,Republican,NA,3/17/2003,0
2475,Michigan,Ann Arbor,42.320702,-83.640432,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Democrat,3/21/2003,0
2476,Michigan,Ann Arbor,42.321863,-83.636152,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Democrat,3/21/2003,0
2477,California,Petaluma,38.232471,-122.644448,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Animal Liberation Front (ALF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,3/22/2003,0
2478,Alabama,Montgomery,32.38012,-86.300629,FALSE,TRUE,Facility/Infrastructure Attack,Military,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,3/29/2003,0
2479,California,Edgemont,33.890884,-117.261733,TRUE,TRUE,Facility/Infrastructure Attack,Military,United States,Muslim extremists,FALSE,Vehicle,0,0,0,0,0,0,Republican,Republican,3/31/2003,0
2480,Illinois,Chicago,41.842602,-87.681229,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Animal Liberation Front (ALF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Democrat,4/4/2003,0
2481,California,Chico,39.728352,-121.837348,FALSE,FALSE,Facility/Infrastructure Attack,Business,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,5/4/2003,0
2482,Florida,Tamarac,26.214297,-80.271999,FALSE,TRUE,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,5/25/2003,0
2483,Michigan,Washington,42.75248,-83.032269,FALSE,TRUE,Facility/Infrastructure Attack,Private Citizens & Property,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Democrat,6/1/2003,0
2484,California,Chico,39.745155,-121.79361,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,6/3/2003,0
2485,California,Chico,39.728352,-121.837348,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,6/5/2003,0
2486,California,San Diego,32.715695,-117.161719,FALSE,TRUE,Facility/Infrastructure Attack,Private Citizens & Property,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,8/1/2003,0
2487,California,West Covina,34.072149,-117.938024,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,8/22/2003,0
2488,California,Emeryville,37.831455,-122.285164,FALSE,TRUE,Bombing/Explosion,Business,United States,Animal Liberation Front (ALF),TRUE,Explosives,0,0,0,0,0,0,Republican,Republican,8/28/2003,0
2489,California,Emeryville,37.831455,-122.285164,FALSE,TRUE,Bombing/Explosion,Business,United States,Animal Liberation Front (ALF),TRUE,Explosives,0,0,0,0,0,0,Republican,Republican,8/28/2003,0
2490,Indiana,Indianapolis,39.76691,-86.149964,FALSE,TRUE,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,9/6/2003,0
2491,Michigan,Martiny,43.666894,-85.265114,FALSE,FALSE,Facility/Infrastructure Attack,Business,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Democrat,9/22/2003,0
2492,Washington,Pullman,46.731937,-117.154422,FALSE,FALSE,Facility/Infrastructure Attack,Educational Institution,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,9/24/2003,0
2493,California,Pleasanton,37.658034,-121.87722,FALSE,TRUE,Bombing/Explosion,Business,United States,Revolutionary Cells-Animal Liberation Brigade,TRUE,Explosives,0,0,0,0,0,0,Republican,Republican,9/26/2003,0
2494,California,San Diego,32.715695,-117.161719,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,9/19/2003,0
2495,California,San Diego,32.715695,-117.161719,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,9/19/2003,0
2496,South Carolina,Greenville,34.84802,-82.400219,FALSE,FALSE,Unarmed Assault,Government (General),United States,NA,TRUE,Biological,0,0,0,0,0,0,Republican,Republican,10/15/2003,0
2497,Minnesota,Forest Lake,45.296544,-92.967595,FALSE,TRUE,Facility/Infrastructure Attack,Private Citizens & Property,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,10/25/2003,0
2498,District of Columbia,Washington,38.908642,-77.015381,FALSE,FALSE,Unarmed Assault,Government (General),United States,NA,TRUE,Biological,0,0,0,0,0,0,Republican,NA,11/12/2003,0
2499,Indiana,Terre Haute,39.450214,-87.413382,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,White extremists,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,11/18/2003,0
2500,District of Columbia,Washington,38.908642,-77.015381,FALSE,FALSE,Facility/Infrastructure Attack,Government (General),United States,NA,FALSE,Biological,0,0,0,0,0,0,Republican,NA,2/2/2004,0
2501,Virginia,Charlottesville,38.03213,-78.477529,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Democrat,2/7/2004,0
2502,Oklahoma,Oklahoma City,35.472015,-97.520354,FALSE,TRUE,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,White extremists,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,4/1/2004,0
2503,Washington,Snohomish,47.912876,-122.098185,FALSE,TRUE,Facility/Infrastructure Attack,Private Citizens & Property,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Democrat,4/20/2004,0
2504,Utah,West Jordan,40.60675,-111.938754,FALSE,TRUE,Facility/Infrastructure Attack,Business,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,6/14/2004,0
2505,Florida,Lake Worth,26.616265,-80.057244,FALSE,TRUE,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,7/2/2004,0
2506,Utah,Provo,40.251844,-111.649316,FALSE,TRUE,Facility/Infrastructure Attack,Educational Institution,United States,Animal Liberation Front (ALF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,7/8/2004,0
2507,Maryland,Indian Head,38.600119,-77.162202,FALSE,TRUE,Facility/Infrastructure Attack,Private Citizens & Property,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,12/9/2004,0
2508,California,Lincoln,38.89116,-121.292809,FALSE,FALSE,Facility/Infrastructure Attack,Business,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,12/27/2004,0
2509,New Hampshire,Berlin,44.46867,-71.185077,TRUE,TRUE,Facility/Infrastructure Attack,Business,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,1/1/2005,0
2510,Washington,Olympia,47.039225,-122.891429,FALSE,TRUE,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,1/9/2005,0
2511,California,Auburn,38.88302,-121.078378,FALSE,FALSE,Facility/Infrastructure Attack,Business,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,1/12/2005,0
2512,California,Sutter Creek,38.393414,-120.803032,FALSE,TRUE,Bombing/Explosion,Private Citizens & Property,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,2/7/2005,0
2513,California,Auburn,38.896549,-121.076948,FALSE,FALSE,Bombing/Explosion,Government (General),United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,2/13/2005,0
2514,California,Auburn,38.907241,-121.08435,FALSE,FALSE,Bombing/Explosion,Government (General),United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,2/15/2005,0
2515,New Mexico,Albuquerque,35.08418,-106.648639,FALSE,TRUE,Facility/Infrastructure Attack,Private Citizens & Property,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,2/17/2005,0
2516,Virginia,Arlington,38.878742,-77.100006,FALSE,FALSE,Unarmed Assault,Government (General),United States,NA,FALSE,Biological,0,0,0,0,0,0,Republican,Democrat,3/14/2005,0
2517,Indiana,Bloomington,39.16659,-86.534244,FALSE,TRUE,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,3/19/2005,0
2518,Indiana,Bloomington,39.16659,-86.534244,FALSE,TRUE,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,3/30/2005,0
2519,Massachusetts,New Bedford,41.637675,-70.930869,FALSE,TRUE,Bombing/Explosion,Educational Institution,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,4/13/2005,0
2520,Washington,Sammamish,47.613435,-122.035494,FALSE,TRUE,Facility/Infrastructure Attack,Private Citizens & Property,United States,Earth Liberation Front (ELF),FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,4/13/2005,0
2521,Washington,Sammamish,47.613435,-122.035494,FALSE,FALSE,Facility/Infrastructure Attack,Private Citizens & Property,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Democrat,4/13/2005,0
2522,New York,New York City,40.697132,-73.931351,FALSE,TRUE,Bombing/Explosion,Government (Diplomatic),Great Britain,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,5/5/2005,0
2523,Florida,West Palm Beach,26.714388,-80.052689,FALSE,TRUE,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,7/4/2005,0
2524,New Hampshire,Berlin,44.46867,-71.185077,TRUE,TRUE,Facility/Infrastructure Attack,Business,United States,NA,FALSE,Incendiary,0,0,0,0,0,0,Republican,Democrat,7/8/2005,0
2525,California,Los Angeles,34.097866,-118.407379,FALSE,TRUE,Facility/Infrastructure Attack,Government (General),United States,Animal Liberation Front (ALF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,9/1/2005,0
2526,Maryland,Hagerstown,39.6425,-77.717579,FALSE,TRUE,Bombing/Explosion,Private Citizens & Property,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,11/20/2005,0
2527,California,San Diego,32.715695,-117.161719,FALSE,TRUE,Bombing/Explosion,Business,United States,Earth Liberation Front (ELF),FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,11/29/2005,0
2528,California,San Diego,32.715695,-117.161719,FALSE,TRUE,Bombing/Explosion,Business,United States,Earth Liberation Front (ELF),FALSE,Incendiary,0,0,0,0,0,0,Republican,Republican,11/29/2005,0
2529,Ohio,Cincinnati,39.150174,-84.518436,FALSE,TRUE,Bombing/Explosion,Religious Figures/Institutions,United States,NA,FALSE,Explosives,0,0,0,0,0,0,Republican,Republican,12/20/2005,0
2530,Washington,Camano,48.173986,-122.528214,FALSE,TRUE,Facility/Infrastructure Attack,Private Citizens & Property,United States,Earth Liberation Front (ELF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Democrat,1/17/2006,0
2531,North Carolina,Chapel Hill,35.904912,-79.046913,FALSE,TRUE,Unarmed Assault,Private Citizens & Property,United States,Muslim extremists,TRUE,Vehicle,0,0,0,9,0,0,Republican,Democrat,3/3/2006,9
2532,California,Los Angeles,34.097866,-118.407379,FALSE,FALSE,Bombing/Explosion,Educational Institution,United States,Animal Liberation Front (ALF),TRUE,Incendiary,0,0,0,0,0,0,Republican,Republican,6/30/2006,0
